LOG FILE : Scraping Weather Data 
http://www.historique-meteo.net/amerique-du-nord/etats-unis/washington-dc/

Date : 2012/10/19 || Status : 200
Date : 2012/10/20 || Status : 200
Date : 2012/10/21 || Status : 200
Date : 2012/10/22 || Status : 200
Date : 2012/10/23 || Status : 200
Date : 2012/10/24 || Status : 200
Date : 2012/10/25 || Status : 200
Date : 2012/10/26 || Status : 200
Date : 2012/10/27 || Status : 200
Date : 2012/10/28 || Status : 200
Date : 2012/10/29 || Status : 200
Date : 2012/10/30 || Status : 200
Date : 2012/10/31 || Status : 200
Date : 2012/11/01 || Status : 200
Date : 2012/11/02 || Status : 200
Date : 2012/11/03 || Status : 200
Date : 2012/11/04 || Status : 200
Date : 2012/11/05 || Status : 200
Date : 2012/11/06 || Status : 200
Date : 2012/11/07 || Status : 200
Date : 2012/11/08 || Status : 200
Date : 2012/11/09 || Status : 200
Date : 2012/11/10 || Status : 200
Date : 2012/11/11 || Status : 200
Date : 2012/11/12 || Status : 200
Date : 2012/11/13 || Status : 200
Date : 2012/11/14 || Status : 200
Date : 2012/11/15 || Status : 200
Date : 2012/11/16 || Status : 200
Date : 2012/11/17 || Status : 200
Date : 2012/11/18 || Status : 200
Date : 2012/11/19 || Status : 200
Date : 2012/11/20 || Status : 200
Date : 2012/11/21 || Status : 200
Date : 2012/11/22 || Status : 200
Date : 2012/11/23 || Status : 200
Date : 2012/11/24 || Status : 200
Date : 2012/11/25 || Status : 200
Date : 2012/11/26 || Status : 200
Date : 2012/11/27 || Status : 200
Date : 2012/11/28 || Status : 200
Date : 2012/11/29 || Status : 200
Date : 2012/11/30 || Status : 200
Date : 2012/12/01 || Status : 200
Date : 2012/12/02 || Status : 200
Date : 2012/12/03 || Status : 200
Date : 2012/12/04 || Status : 200
Date : 2012/12/05 || Status : 200
Date : 2012/12/06 || Status : 200
Date : 2012/12/07 || Status : 200
Date : 2012/12/08 || Status : 200
Date : 2012/12/09 || Status : 200
Date : 2012/12/10 || Status : 200
Date : 2012/12/11 || Status : 200
Date : 2012/12/12 || Status : 200
Date : 2012/12/13 || Status : 200
Date : 2012/12/14 || Status : 200
Date : 2012/12/15 || Status : 200
Date : 2012/12/16 || Status : 200
Date : 2012/12/17 || Status : 200
Date : 2012/12/18 || Status : 200
Date : 2012/12/19 || Status : 200
Date : 2012/12/20 || Status : 200
Date : 2012/12/21 || Status : 200
Date : 2012/12/22 || Status : 200
Date : 2012/12/23 || Status : 200
Date : 2012/12/24 || Status : 200
Date : 2012/12/25 || Status : 200
Date : 2012/12/26 || Status : 200
Date : 2012/12/27 || Status : 200
Date : 2012/12/28 || Status : 200
Date : 2012/12/29 || Status : 200
Date : 2012/12/30 || Status : 200
Date : 2012/12/31 || Status : 200
Date : 2013/01/01 || Status : 200
Managed to write back up file
Date : 2013/01/02 || Status : 200
Date : 2013/01/03 || Status : 200
Date : 2013/01/04 || Status : 200
Date : 2013/01/05 || Status : 200
Date : 2013/01/06 || Status : 200
Date : 2013/01/07 || Status : 200
Date : 2013/01/08 || Status : 200
Date : 2013/01/09 || Status : 200
Date : 2013/01/10 || Status : 200
Date : 2013/01/11 || Status : 200
Date : 2013/01/12 || Status : 200
Date : 2013/01/13 || Status : 200
Date : 2013/01/14 || Status : 200
Date : 2013/01/15 || Status : 200
Date : 2013/01/16 || Status : 200
Date : 2013/01/17 || Status : 200
Date : 2013/01/18 || Status : 200
Date : 2013/01/19 || Status : 200
Date : 2013/01/20 || Status : 200
Date : 2013/01/21 || Status : 200
Date : 2013/01/22 || Status : 200
Date : 2013/01/23 || Status : 200
Date : 2013/01/24 || Status : 200
Date : 2013/01/25 || Status : 200
Date : 2013/01/26 || Status : 200
Date : 2013/01/27 || Status : 200
Date : 2013/01/28 || Status : 200
Date : 2013/01/29 || Status : 200
Date : 2013/01/30 || Status : 200
Date : 2013/01/31 || Status : 200
Date : 2013/02/01 || Status : 200
Date : 2013/02/02 || Status : 200
Date : 2013/02/03 || Status : 200
Date : 2013/02/04 || Status : 200
Date : 2013/02/05 || Status : 200
Date : 2013/02/06 || Status : 200
Date : 2013/02/07 || Status : 200
Date : 2013/02/08 || Status : 200
Date : 2013/02/09 || Status : 200
Date : 2013/02/10 || Status : 200
Date : 2013/02/11 || Status : 200
Date : 2013/02/12 || Status : 200
Date : 2013/02/13 || Status : 200
Date : 2013/02/14 || Status : 200
Date : 2013/02/15 || Status : 200
Date : 2013/02/16 || Status : 200
Date : 2013/02/17 || Status : 200
Date : 2013/02/18 || Status : 200
Date : 2013/02/19 || Status : 200
Date : 2013/02/20 || Status : 200
Date : 2013/02/21 || Status : 200
Date : 2013/02/22 || Status : 200
Date : 2013/02/23 || Status : 200
Date : 2013/02/24 || Status : 200
Date : 2013/02/25 || Status : 200
Date : 2013/02/26 || Status : 200
Date : 2013/02/27 || Status : 200
Date : 2013/02/28 || Status : 200
Date : 2013/03/01 || Status : 200
Date : 2013/03/02 || Status : 200
Date : 2013/03/03 || Status : 200
Date : 2013/03/04 || Status : 200
Date : 2013/03/05 || Status : 200
Date : 2013/03/06 || Status : 200
Date : 2013/03/07 || Status : 200
Date : 2013/03/08 || Status : 200
Date : 2013/03/09 || Status : 200
Date : 2013/03/10 || Status : 200
Date : 2013/03/11 || Status : 200
Date : 2013/03/12 || Status : 200
Date : 2013/03/13 || Status : 200
Date : 2013/03/14 || Status : 200
Date : 2013/03/15 || Status : 200
Date : 2013/03/16 || Status : 200
Date : 2013/03/17 || Status : 200
Date : 2013/03/18 || Status : 200
Date : 2013/03/19 || Status : 200
Date : 2013/03/20 || Status : 200
Date : 2013/03/21 || Status : 200
Date : 2013/03/22 || Status : 200
Date : 2013/03/23 || Status : 200
Date : 2013/03/24 || Status : 200
Date : 2013/03/25 || Status : 200
Date : 2013/03/26 || Status : 200
Date : 2013/03/27 || Status : 200
Date : 2013/03/28 || Status : 200
Date : 2013/03/29 || Status : 200
Date : 2013/03/30 || Status : 200
Date : 2013/03/31 || Status : 200
Date : 2013/04/01 || Status : 200
Date : 2013/04/02 || Status : 200
Date : 2013/04/03 || Status : 200
Date : 2013/04/04 || Status : 200
Date : 2013/04/05 || Status : 200
Date : 2013/04/06 || Status : 200
Date : 2013/04/07 || Status : 200
Date : 2013/04/08 || Status : 200
Date : 2013/04/09 || Status : 200
Date : 2013/04/10 || Status : 200
Date : 2013/04/11 || Status : 200
Date : 2013/04/12 || Status : 200
Date : 2013/04/13 || Status : 200
Date : 2013/04/14 || Status : 200
Date : 2013/04/15 || Status : 200
Date : 2013/04/16 || Status : 200
Date : 2013/04/17 || Status : 200
Date : 2013/04/18 || Status : 200
Date : 2013/04/19 || Status : 200
Date : 2013/04/20 || Status : 200
Date : 2013/04/21 || Status : 200
Date : 2013/04/22 || Status : 200
Date : 2013/04/23 || Status : 200
Date : 2013/04/24 || Status : 200
Date : 2013/04/25 || Status : 200
Date : 2013/04/26 || Status : 200
Date : 2013/04/27 || Status : 200
Date : 2013/04/28 || Status : 200
Date : 2013/04/29 || Status : 200
Date : 2013/04/30 || Status : 200
Date : 2013/05/01 || Status : 200
Date : 2013/05/02 || Status : 200
Date : 2013/05/03 || Status : 200
Date : 2013/05/04 || Status : 200
Date : 2013/05/05 || Status : 200
Date : 2013/05/06 || Status : 200
Date : 2013/05/07 || Status : 200
Date : 2013/05/08 || Status : 200
Date : 2013/05/09 || Status : 200
Date : 2013/05/10 || Status : 200
Date : 2013/05/11 || Status : 200
Date : 2013/05/12 || Status : 200
Date : 2013/05/13 || Status : 200
Date : 2013/05/14 || Status : 200
Date : 2013/05/15 || Status : 200
Date : 2013/05/16 || Status : 200
Date : 2013/05/17 || Status : 200
Date : 2013/05/18 || Status : 200
Date : 2013/05/19 || Status : 200
Date : 2013/05/20 || Status : 200
Date : 2013/05/21 || Status : 200
Date : 2013/05/22 || Status : 200
Date : 2013/05/23 || Status : 200
Date : 2013/05/24 || Status : 200
Date : 2013/05/25 || Status : 200
Date : 2013/05/26 || Status : 200
Date : 2013/05/27 || Status : 200
Date : 2013/05/28 || Status : 200
Date : 2013/05/29 || Status : 200
Date : 2013/05/30 || Status : 200
Date : 2013/05/31 || Status : 200
Date : 2013/06/01 || Status : 200
Date : 2013/06/02 || Status : 200
Date : 2013/06/03 || Status : 200
Date : 2013/06/04 || Status : 200
Date : 2013/06/05 || Status : 200
Date : 2013/06/06 || Status : 200
Date : 2013/06/07 || Status : 200
Date : 2013/06/08 || Status : 200
Date : 2013/06/09 || Status : 200
Date : 2013/06/10 || Status : 200
Date : 2013/06/11 || Status : 200
Date : 2013/06/12 || Status : 200
Date : 2013/06/13 || Status : 200
Date : 2013/06/14 || Status : 200
Date : 2013/06/15 || Status : 200
Date : 2013/06/16 || Status : 200
Date : 2013/06/17 || Status : 200
Date : 2013/06/18 || Status : 200
Date : 2013/06/19 || Status : 200
Date : 2013/06/20 || Status : 200
Date : 2013/06/21 || Status : 200
Date : 2013/06/22 || Status : 200
Date : 2013/06/23 || Status : 200
Date : 2013/06/24 || Status : 200
Date : 2013/06/25 || Status : 200
Date : 2013/06/26 || Status : 200
Date : 2013/06/27 || Status : 200
Date : 2013/06/28 || Status : 200
Date : 2013/06/29 || Status : 200
Date : 2013/06/30 || Status : 200
Date : 2013/07/01 || Status : 200
Date : 2013/07/02 || Status : 200
Date : 2013/07/03 || Status : 200
Date : 2013/07/04 || Status : 200
Date : 2013/07/05 || Status : 200
Date : 2013/07/06 || Status : 200
Date : 2013/07/07 || Status : 200
Date : 2013/07/08 || Status : 200
Date : 2013/07/09 || Status : 200
Date : 2013/07/10 || Status : 200
Date : 2013/07/11 || Status : 200
Date : 2013/07/12 || Status : 200
Date : 2013/07/13 || Status : 200
Date : 2013/07/14 || Status : 200
Date : 2013/07/15 || Status : 200
Date : 2013/07/16 || Status : 200
Date : 2013/07/17 || Status : 200
Date : 2013/07/18 || Status : 200
Date : 2013/07/19 || Status : 200
Date : 2013/07/20 || Status : 200
Date : 2013/07/21 || Status : 200
Date : 2013/07/22 || Status : 200
Date : 2013/07/23 || Status : 200
Date : 2013/07/24 || Status : 200
Date : 2013/07/25 || Status : 200
Date : 2013/07/26 || Status : 200
Date : 2013/07/27 || Status : 200
Date : 2013/07/28 || Status : 200
Date : 2013/07/29 || Status : 200
Date : 2013/07/30 || Status : 200
Date : 2013/07/31 || Status : 200
Date : 2013/08/01 || Status : 200
Date : 2013/08/02 || Status : 200
Date : 2013/08/03 || Status : 200
Date : 2013/08/04 || Status : 200
Date : 2013/08/05 || Status : 200
Date : 2013/08/06 || Status : 200
Date : 2013/08/07 || Status : 200
Date : 2013/08/08 || Status : 200
Date : 2013/08/09 || Status : 200
Date : 2013/08/10 || Status : 200
Date : 2013/08/11 || Status : 200
Date : 2013/08/12 || Status : 200
Date : 2013/08/13 || Status : 200
Date : 2013/08/14 || Status : 200
Date : 2013/08/15 || Status : 200
Date : 2013/08/16 || Status : 200
Date : 2013/08/17 || Status : 200
Date : 2013/08/18 || Status : 200
Date : 2013/08/19 || Status : 200
Date : 2013/08/20 || Status : 200
Date : 2013/08/21 || Status : 200
Date : 2013/08/22 || Status : 200
Date : 2013/08/23 || Status : 200
Date : 2013/08/24 || Status : 200
Date : 2013/08/25 || Status : 200
Date : 2013/08/26 || Status : 200
Date : 2013/08/27 || Status : 200
Date : 2013/08/28 || Status : 200
Date : 2013/08/29 || Status : 200
Date : 2013/08/30 || Status : 200
Date : 2013/08/31 || Status : 200
Date : 2013/09/01 || Status : 200
Date : 2013/09/02 || Status : 200
Date : 2013/09/03 || Status : 200
Date : 2013/09/04 || Status : 200
Date : 2013/09/05 || Status : 200
Date : 2013/09/06 || Status : 200
Date : 2013/09/07 || Status : 200
Date : 2013/09/08 || Status : 200
Date : 2013/09/09 || Status : 200
Date : 2013/09/10 || Status : 200
Date : 2013/09/11 || Status : 200
Date : 2013/09/12 || Status : 200
Date : 2013/09/13 || Status : 200
Date : 2013/09/14 || Status : 200
Date : 2013/09/15 || Status : 200
Date : 2013/09/16 || Status : 200
Date : 2013/09/17 || Status : 200
Date : 2013/09/18 || Status : 200
Date : 2013/09/19 || Status : 200
Date : 2013/09/20 || Status : 200
Date : 2013/09/21 || Status : 200
Date : 2013/09/22 || Status : 200
Date : 2013/09/23 || Status : 200
Date : 2013/09/24 || Status : 200
Date : 2013/09/25 || Status : 200
Date : 2013/09/26 || Status : 200
Date : 2013/09/27 || Status : 200
Date : 2013/09/28 || Status : 200
Date : 2013/09/29 || Status : 200
Date : 2013/09/30 || Status : 200
Date : 2013/10/01 || Status : 200
Date : 2013/10/02 || Status : 200
Date : 2013/10/03 || Status : 200
Date : 2013/10/04 || Status : 200
Date : 2013/10/05 || Status : 200
Date : 2013/10/06 || Status : 200
Date : 2013/10/07 || Status : 200
Date : 2013/10/08 || Status : 200
Date : 2013/10/09 || Status : 200
Date : 2013/10/10 || Status : 200
Date : 2013/10/11 || Status : 200
Date : 2013/10/12 || Status : 200
Date : 2013/10/13 || Status : 200
Date : 2013/10/14 || Status : 200
Date : 2013/10/15 || Status : 200
Date : 2013/10/16 || Status : 200
Date : 2013/10/17 || Status : 200
Date : 2013/10/18 || Status : 200
Date : 2013/10/19 || Status : 200
Date : 2013/10/20 || Status : 200
Date : 2013/10/21 || Status : 200
Date : 2013/10/22 || Status : 200
Date : 2013/10/23 || Status : 200
Date : 2013/10/24 || Status : 200
Date : 2013/10/25 || Status : 200
Date : 2013/10/26 || Status : 200
Date : 2013/10/27 || Status : 200
Date : 2013/10/28 || Status : 200
Date : 2013/10/29 || Status : 200
Date : 2013/10/30 || Status : 200
Date : 2013/10/31 || Status : 200
Date : 2013/11/01 || Status : 200
Date : 2013/11/02 || Status : 200
Date : 2013/11/03 || Status : 200
Date : 2013/11/04 || Status : 200
Date : 2013/11/05 || Status : 200
Date : 2013/11/06 || Status : 200
Date : 2013/11/07 || Status : 200
Date : 2013/11/08 || Status : 200
Date : 2013/11/09 || Status : 200
Date : 2013/11/10 || Status : 200
Date : 2013/11/11 || Status : 200
Date : 2013/11/12 || Status : 200
Date : 2013/11/13 || Status : 200
Date : 2013/11/14 || Status : 200
Date : 2013/11/15 || Status : 200
Date : 2013/11/16 || Status : 200
Date : 2013/11/17 || Status : 200
Date : 2013/11/18 || Status : 200
Date : 2013/11/19 || Status : 200
Date : 2013/11/20 || Status : 200
Date : 2013/11/21 || Status : 200
Date : 2013/11/22 || Status : 200
Date : 2013/11/23 || Status : 200
Date : 2013/11/24 || Status : 200
Date : 2013/11/25 || Status : 200
Date : 2013/11/26 || Status : 200
Date : 2013/11/27 || Status : 200
Date : 2013/11/28 || Status : 200
Date : 2013/11/29 || Status : 200
Date : 2013/11/30 || Status : 200
Date : 2013/12/01 || Status : 200
Date : 2013/12/02 || Status : 200
Date : 2013/12/03 || Status : 200
Date : 2013/12/04 || Status : 200
Date : 2013/12/05 || Status : 200
Date : 2013/12/06 || Status : 200
Date : 2013/12/07 || Status : 200
Date : 2013/12/08 || Status : 200
Date : 2013/12/09 || Status : 200
Date : 2013/12/10 || Status : 200
Date : 2013/12/11 || Status : 200
Date : 2013/12/12 || Status : 200
Date : 2013/12/13 || Status : 200
Date : 2013/12/14 || Status : 200
Date : 2013/12/15 || Status : 200
Date : 2013/12/16 || Status : 200
Date : 2013/12/17 || Status : 200
Date : 2013/12/18 || Status : 200
Date : 2013/12/19 || Status : 200
Date : 2013/12/20 || Status : 200
Date : 2013/12/21 || Status : 200
Date : 2013/12/22 || Status : 200
Date : 2013/12/23 || Status : 200
Date : 2013/12/24 || Status : 200
Date : 2013/12/25 || Status : 200
Date : 2013/12/26 || Status : 200
Date : 2013/12/27 || Status : 200
Date : 2013/12/28 || Status : 200
Date : 2013/12/29 || Status : 200
Date : 2013/12/30 || Status : 200
Date : 2013/12/31 || Status : 200
Date : 2014/01/01 || Status : 200
