index,max_temp,min_temp,wind_speed,wind_temp,rain,hum,visibility,clouds,chaleur_index,rosee,pressure,sunrise,sunset,holiday,weekday,workday,avg_temp,string_date,year,month,day,wkday,casual,registered,cnt,atemp
2010-09-15,29.0,17.0,2.2222222222222223,17.0,0.0,0.72,10.0,7.0,29.0,15.0,1020.0,5.0,18.0,0.0,3.0,1.0,23.0,2010/09/15,2010,9,15,2,1,0,1,24.857298119855706
2010-09-16,31.0,17.0,4.444444444444445,17.0,1.0,0.93,8.75,46.0,31.0,18.0,1019.0,5.0,18.0,0.0,4.0,1.0,24.0,2010/09/16,2010,9,16,3,1,0,1,25.682248949194268
2010-09-17,25.0,18.0,4.166666666666667,18.0,2.0,0.95,9.625,24.0,26.0,17.0,1020.0,5.0,18.0,0.0,5.0,1.0,21.5,2010/09/17,2010,9,17,4,2,7,9,22.907162847815385
2010-09-19,29.0,16.0,1.3888888888888888,16.0,,0.8,10.0,10.0,29.0,15.0,1021.0,5.0,18.0,0.0,6.0,0.0,22.5,2010/09/19,2010,9,19,6,1,10,11,24.522849572399384
2010-09-20,25.0,16.0,5.0,16.0,,0.83,10.0,10.0,25.0,17.0,1019.0,5.0,18.0,0.0,0.0,0.0,20.5,2010/09/20,2010,9,20,0,34,204,238,21.666882356539553
2010-09-21,27.0,15.0,3.611111111111111,15.0,,0.72,10.0,1.0,26.0,14.0,1023.0,5.0,18.0,0.0,1.0,1.0,21.0,2010/09/21,2010,9,21,1,109,226,335,22.433873998696992
2010-09-22,34.0,18.0,3.611111111111111,18.0,,0.85,10.0,13.0,37.0,20.0,1019.0,5.0,18.0,0.0,2.0,1.0,26.0,2010/09/22,2010,9,22,2,117,289,406,27.97601948829227
2010-09-23,33.0,21.0,2.2222222222222223,21.0,,0.85,9.0,7.0,37.0,22.0,1022.0,5.0,18.0,0.0,3.0,1.0,27.0,2010/09/23,2010,9,23,3,124,256,380,29.14544083565613
2010-09-24,35.0,21.0,4.444444444444445,21.0,,0.8,9.0,6.0,36.0,21.0,1020.0,5.0,18.0,0.0,4.0,1.0,28.0,2010/09/24,2010,9,24,4,156,214,370,30.18175982652862
2010-09-25,34.0,21.0,3.0555555555555554,21.0,0.0,0.68,10.0,6.0,36.0,19.0,1013.0,5.0,18.0,0.0,5.0,1.0,27.5,2010/09/25,2010,9,25,5,267,288,555,29.653764887282588
2010-09-26,22.0,17.0,3.611111111111111,17.0,3.0,0.81,8.75,66.0,25.0,15.0,1016.0,5.0,17.0,0.0,6.0,0.0,19.5,2010/09/26,2010,9,26,6,230,317,547,20.771230351818403
2010-09-27,25.0,20.0,5.0,20.0,26.0,0.99,4.875,96.0,27.0,23.0,1014.0,6.0,17.0,0.0,0.0,0.0,22.5,2010/09/27,2010,9,27,0,65,227,292,23.9357902893734
2010-09-28,27.0,21.0,5.555555555555555,21.0,9.0,0.98,9.5,55.0,27.0,20.0,1010.0,6.0,17.0,0.0,1.0,1.0,24.0,2010/09/28,2010,9,28,1,102,320,422,25.596694870784326
2010-09-29,20.0,16.0,2.2222222222222223,16.0,6.0,0.91,8.375,39.0,20.0,17.0,1014.0,6.0,17.0,0.0,2.0,1.0,18.0,2010/09/29,2010,9,29,2,77,378,455,19.49711972510518
2010-09-30,22.0,17.0,5.0,17.0,22.0,0.92,8.25,45.0,24.0,17.0,1013.0,6.0,17.0,0.0,3.0,1.0,19.5,2010/09/30,2010,9,30,3,22,143,165,20.532428390122625
2010-10-01,19.0,15.0,8.055555555555555,15.0,1.0,0.91,9.0,39.0,19.0,14.0,1014.0,6.0,17.0,0.0,4.0,1.0,17.0,2010/10/01,2010,10,1,4,164,425,589,17.22138062684536
2010-10-02,22.0,11.0,2.7777777777777777,10.0,0.0,0.9,9.0,0.0,25.0,15.0,1016.0,6.0,17.0,0.0,5.0,1.0,16.5,2010/10/02,2010,10,2,5,397,461,858,17.68967272314861
2010-10-03,17.0,11.0,5.0,9.0,6.0,0.92,9.125,35.0,17.0,11.0,1016.0,6.0,17.0,0.0,6.0,0.0,14.0,2010/10/03,2010,10,3,6,223,293,516,14.292931574829534
2010-10-04,11.0,10.0,6.111111111111111,7.0,24.0,0.98,8.375,66.0,11.0,11.0,1019.0,6.0,17.0,0.0,0.0,0.0,10.5,2010/10/04,2010,10,4,0,58,278,336,10.018135649654113
2010-10-05,16.0,6.0,5.277777777777778,3.0,0.0,0.9,10.0,33.0,16.0,9.0,1018.0,6.0,17.0,0.0,1.0,1.0,11.0,2010/10/05,2010,10,5,1,86,550,636,10.810793634221437
2010-10-06,15.0,6.0,3.333333333333333,5.0,1.0,0.91,8.0,46.0,15.0,11.0,1016.0,6.0,17.0,0.0,2.0,1.0,10.5,2010/10/06,2010,10,6,2,94,595,689,10.90799112172845
2010-10-07,20.0,9.0,5.833333333333333,7.0,0.0,0.81,10.0,9.0,20.0,12.0,1017.0,6.0,17.0,0.0,3.0,1.0,14.5,2010/10/07,2010,10,7,3,163,726,889,14.678581218783247
2010-10-08,25.0,11.0,3.333333333333333,10.0,,0.81,10.0,0.0,26.0,16.0,1018.0,6.0,17.0,0.0,4.0,1.0,18.0,2010/10/08,2010,10,8,4,219,733,952,19.1747374223161
2010-10-09,25.0,13.0,3.333333333333333,11.0,,0.72,10.0,6.0,26.0,16.0,1016.0,6.0,17.0,0.0,5.0,1.0,19.0,2010/10/09,2010,10,9,5,572,560,1132,20.27697026239445
2010-10-10,24.0,11.0,2.7777777777777777,11.0,,0.71,10.0,6.0,26.0,18.0,1017.0,6.0,17.0,0.0,6.0,0.0,17.5,2010/10/10,2010,10,10,6,622,492,1114,18.778084460556634
2010-10-11,30.0,17.0,2.2222222222222223,17.0,,0.68,10.0,9.0,32.0,21.0,1011.0,6.0,17.0,1.0,0.0,0.0,23.5,2010/10/11,2010,10,11,0,350,635,985,25.39331595933076
2010-10-12,26.0,15.0,4.444444444444445,15.0,,0.72,10.0,7.0,27.0,16.0,1014.0,6.0,17.0,0.0,1.0,1.0,20.5,2010/10/12,2010,10,12,1,248,848,1096,21.745176931526707
2010-10-13,22.0,9.0,3.333333333333333,7.0,0.0,0.89,10.0,6.0,24.0,13.0,1018.0,6.0,17.0,0.0,2.0,1.0,15.5,2010/10/13,2010,10,13,2,238,902,1140,16.419155322120215
2010-10-14,15.0,13.0,2.7777777777777777,12.0,28.0,0.98,5.375,71.0,15.0,14.0,1015.0,6.0,17.0,0.0,3.0,1.0,14.0,2010/10/14,2010,10,14,3,72,511,583,14.968643379628555
2010-10-15,16.0,7.0,6.111111111111111,4.0,1.0,0.92,9.875,27.0,16.0,9.0,1010.0,6.0,17.0,0.0,4.0,1.0,11.5,2010/10/15,2010,10,15,4,280,876,1156,11.169326438138818
2010-10-16,17.0,7.0,6.666666666666666,4.0,0.0,0.85,10.0,1.0,17.0,10.0,1018.0,6.0,17.0,0.0,5.0,1.0,12.0,2010/10/16,2010,10,16,5,567,835,1402,11.621089318333556
2010-10-17,21.0,9.0,5.0,7.0,0.0,0.76,10.0,5.0,24.0,14.0,1017.0,6.0,17.0,0.0,6.0,0.0,15.0,2010/10/17,2010,10,17,6,599,755,1354,15.427385541246466
2010-10-18,20.0,9.0,2.7777777777777777,8.0,1.0,0.86,10.0,25.0,20.0,11.0,1016.0,6.0,17.0,0.0,0.0,0.0,14.5,2010/10/18,2010,10,18,0,194,957,1151,15.512849248332568
2010-10-19,18.0,10.0,1.9444444444444444,9.0,1.0,0.93,10.0,40.0,18.0,12.0,1014.0,6.0,17.0,0.0,1.0,1.0,14.0,2010/10/19,2010,10,19,1,194,965,1159,15.3487446454822
2010-10-20,15.0,11.0,1.6666666666666665,10.0,2.0,0.91,2.5,76.0,15.0,12.0,1014.0,6.0,17.0,0.0,2.0,1.0,13.0,2010/10/20,2010,10,20,2,167,989,1156,14.45465660094482
2010-10-21,18.0,8.0,5.833333333333333,6.0,1.0,0.93,8.75,30.0,18.0,9.0,1012.0,6.0,17.0,0.0,3.0,1.0,13.0,2010/10/21,2010,10,21,3,194,1155,1349,12.957686975109599
2010-10-22,15.0,7.0,6.111111111111111,4.0,0.0,0.82,10.0,7.0,15.0,6.0,1023.0,6.0,17.0,0.0,4.0,1.0,11.0,2010/10/22,2010,10,22,4,238,1155,1393,10.593731043896462
2010-10-23,19.0,7.0,4.166666666666667,5.0,,0.74,10.0,8.0,19.0,12.0,1025.0,6.0,17.0,0.0,5.0,1.0,13.0,2010/10/23,2010,10,23,5,760,966,1726,13.389657562813998
2010-10-24,22.0,10.0,3.333333333333333,9.0,0.0,0.8,10.0,20.0,25.0,15.0,1023.0,6.0,17.0,0.0,6.0,0.0,16.0,2010/10/24,2010,10,24,6,718,857,1575,16.97027174215939
2010-10-25,23.0,14.0,6.666666666666666,12.0,6.0,0.99,10.0,48.0,25.0,19.0,1016.0,6.0,17.0,0.0,0.0,0.0,18.5,2010/10/25,2010,10,25,0,227,1125,1352,19.152097342278633
2010-10-26,22.0,18.0,5.0,18.0,1.0,0.97,9.0,68.0,25.0,20.0,1012.0,6.0,17.0,0.0,1.0,1.0,20.0,2010/10/26,2010,10,26,1,267,1305,1572,21.09965537333109
2010-10-27,26.0,21.0,7.5,21.0,8.0,0.99,7.375,64.0,28.0,22.0,1014.0,6.0,17.0,0.0,2.0,1.0,23.5,2010/10/27,2010,10,27,2,142,905,1047,24.892292453080383
2010-10-28,23.0,15.0,5.0,14.0,0.0,0.9,7.5,27.0,25.0,18.0,1017.0,6.0,17.0,0.0,3.0,1.0,19.0,2010/10/28,2010,10,28,3,358,1356,1714,19.96520140691416
2010-10-29,13.0,7.0,7.222222222222222,4.0,,0.79,10.0,7.0,13.0,4.0,1023.0,6.0,17.0,0.0,4.0,1.0,10.0,2010/10/29,2010,10,29,4,416,1265,1681,9.174562740981088
2010-10-30,14.0,4.0,4.722222222222222,2.0,,0.8,10.0,21.0,14.0,6.0,1023.0,6.0,17.0,0.0,5.0,1.0,9.0,2010/10/30,2010,10,30,5,1159,1183,2342,8.712543457453053
2010-10-31,16.0,8.0,6.388888888888888,5.0,,0.73,10.0,8.0,16.0,7.0,1022.0,6.0,17.0,0.0,6.0,0.0,12.0,2010/10/31,2010,10,31,6,988,990,1978,11.68187455016734
2010-11-01,12.0,3.0,4.444444444444445,0.0,,0.77,10.0,6.0,12.0,3.0,1031.0,6.0,17.0,0.0,0.0,0.0,7.5,2010/11/01,2010,11,1,0,237,1237,1474,7.121766580190062
2010-11-02,14.0,3.0,3.333333333333333,1.0,,0.76,10.0,3.0,14.0,6.0,1033.0,6.0,17.0,0.0,1.0,1.0,8.5,2010/11/02,2010,11,2,1,183,1239,1422,8.703525441571742
2010-11-03,15.0,7.0,4.166666666666667,7.0,0.0,0.77,10.0,21.0,15.0,8.0,1028.0,6.0,17.0,0.0,2.0,1.0,11.0,2010/11/03,2010,11,3,2,180,1327,1507,11.150244554578375
2010-11-04,10.0,10.0,5.0,7.0,49.0,0.97,7.5,92.0,10.0,10.0,1012.0,6.0,17.0,0.0,3.0,1.0,10.0,2010/11/04,2010,11,4,3,45,557,602,9.755115709161835
2010-11-05,13.0,6.0,5.277777777777778,3.0,1.0,0.82,8.75,20.0,13.0,5.0,1013.0,6.0,17.0,0.0,4.0,1.0,9.5,2010/11/05,2010,11,5,4,295,1585,1880,9.102427652050245
2010-11-06,11.0,3.0,4.722222222222222,-1.0,0.0,0.86,10.0,15.0,11.0,3.0,1027.0,6.0,17.0,0.0,5.0,1.0,7.0,2010/11/06,2010,11,6,5,605,1240,1845,6.452975036221275
2010-11-07,10.0,3.0,6.111111111111111,-1.0,,0.77,10.0,5.0,10.0,0.0,1030.0,6.0,17.0,0.0,6.0,0.0,6.5,2010/11/07,2010,11,7,6,395,1047,1442,5.413372495715292
2010-11-08,14.0,3.0,6.666666666666666,-1.0,,0.65,10.0,2.0,14.0,3.0,1021.0,6.0,17.0,0.0,0.0,0.0,8.5,2010/11/08,2010,11,8,0,163,1460,1623,7.565931151593898
2010-11-09,15.0,3.0,5.833333333333333,-1.0,,0.79,10.0,11.0,15.0,7.0,1017.0,6.0,16.0,0.0,1.0,1.0,9.0,2010/11/09,2010,11,9,1,215,1749,1964,8.368635658646532
2010-11-10,15.0,6.0,4.444444444444445,3.0,,0.93,10.0,39.0,15.0,9.0,1024.0,6.0,16.0,0.0,2.0,1.0,10.5,2010/11/10,2010,11,10,2,226,1849,2075,10.496399738190828
2010-11-11,15.0,7.0,4.166666666666667,5.0,,0.78,10.0,0.0,15.0,8.0,1032.0,6.0,16.0,1.0,3.0,0.0,11.0,2010/11/11,2010,11,11,3,418,1669,2087,11.150244554578375
2010-11-12,18.0,6.0,3.611111111111111,3.0,,0.62,10.0,0.0,18.0,2.0,1031.0,6.0,16.0,0.0,4.0,1.0,12.0,2010/11/12,2010,11,12,4,396,1663,2059,12.458012117425492
2010-11-13,20.0,6.0,2.7777777777777777,4.0,,0.66,10.0,1.0,20.0,7.0,1026.0,6.0,16.0,0.0,5.0,1.0,13.0,2010/11/13,2010,11,13,5,916,1384,2300,13.880231642220537
2010-11-14,19.0,9.0,2.7777777777777777,9.0,0.0,0.66,10.0,4.0,19.0,10.0,1019.0,6.0,16.0,0.0,6.0,0.0,14.0,2010/11/14,2010,11,14,6,823,1216,2039,14.968643379628555
2010-11-15,13.0,4.0,1.6666666666666665,4.0,1.0,0.96,4.75,49.0,13.0,10.0,1017.0,6.0,16.0,0.0,0.0,0.0,8.5,2010/11/15,2010,11,15,0,218,1539,1757,9.721700851646414
2010-11-16,18.0,10.0,6.388888888888888,8.0,15.0,0.97,5.75,84.0,18.0,17.0,1017.0,6.0,16.0,0.0,1.0,1.0,14.0,2010/11/16,2010,11,16,1,62,721,783,13.991817605478484
2010-11-17,16.0,13.0,9.166666666666666,10.0,0.0,0.63,10.0,23.0,16.0,15.0,1018.0,6.0,16.0,0.0,2.0,1.0,14.5,2010/11/17,2010,11,17,2,180,1768,1948,14.119617931378043
2010-11-18,13.0,7.0,3.888888888888889,5.0,,0.85,10.0,15.0,13.0,5.0,1022.0,6.0,16.0,0.0,3.0,1.0,10.0,2010/11/18,2010,11,18,3,191,1690,1881,10.132683874113958
2010-11-19,14.0,4.0,3.888888888888889,1.0,,0.86,10.0,2.0,14.0,3.0,1027.0,6.0,16.0,0.0,4.0,1.0,9.0,2010/11/19,2010,11,19,4,251,1730,1981,9.018446758122895
2010-11-20,16.0,4.0,4.166666666666667,2.0,,0.85,10.0,3.0,16.0,8.0,1027.0,6.0,16.0,0.0,5.0,1.0,10.0,2010/11/20,2010,11,20,5,839,1547,2386,10.030538050460567
2010-11-21,13.0,6.0,3.888888888888889,4.0,0.0,0.8,10.0,9.0,13.0,8.0,1031.0,6.0,16.0,0.0,6.0,0.0,9.5,2010/11/21,2010,11,21,6,564,1213,1777,9.575565316118425
2010-11-22,18.0,8.0,3.888888888888889,7.0,1.0,0.98,5.5,47.0,18.0,13.0,1028.0,6.0,16.0,0.0,0.0,0.0,13.0,2010/11/22,2010,11,22,0,257,1670,1927,13.475395222087144
2010-11-23,16.0,10.0,4.722222222222222,8.0,2.0,0.9,9.75,27.0,16.0,13.0,1020.0,7.0,16.0,0.0,1.0,1.0,13.0,2010/11/23,2010,11,23,1,161,1628,1789,13.231680299916615
2010-11-24,10.0,4.0,5.833333333333333,0.0,0.0,0.57,10.0,9.0,10.0,1.0,1027.0,7.0,16.0,0.0,2.0,1.0,7.0,2010/11/24,2010,11,24,2,157,1356,1513,6.074110000415001
2010-11-25,11.0,6.0,5.277777777777778,5.0,2.0,0.67,5.375,86.0,11.0,7.0,1025.0,7.0,16.0,1.0,3.0,0.0,8.5,2010/11/25,2010,11,25,3,198,371,569,7.963516997269449
2010-11-26,13.0,11.0,6.944444444444445,9.0,3.0,0.97,9.125,47.0,13.0,12.0,1010.0,7.0,16.0,0.0,4.0,1.0,12.0,2010/11/26,2010,11,26,4,197,595,792,11.56239561406477
2010-11-27,7.0,1.0,7.777777777777778,-4.0,0.0,0.61,10.0,4.0,7.0,0.0,1020.0,7.0,16.0,0.0,5.0,1.0,4.0,2010/11/27,2010,11,27,5,362,590,952,2.021197499187262
2010-11-28,12.0,1.0,3.0555555555555554,-2.0,,0.69,10.0,1.0,12.0,1.0,1031.0,7.0,16.0,0.0,6.0,0.0,6.5,2010/11/28,2010,11,28,6,209,749,958,6.646447641080841
2010-11-29,11.0,5.0,2.7777777777777777,5.0,0.0,0.78,10.0,14.0,11.0,3.0,1032.0,7.0,16.0,0.0,0.0,0.0,8.0,2010/11/29,2010,11,29,0,96,1412,1508,8.438172955180425
2010-11-30,16.0,8.0,6.388888888888888,6.0,2.0,0.99,4.5,95.0,16.0,14.0,1028.0,7.0,16.0,0.0,1.0,1.0,12.0,2010/11/30,2010,11,30,1,94,1183,1277,11.68187455016734
2010-12-01,16.0,3.0,10.277777777777777,-2.0,45.0,0.99,6.375,73.0,16.0,16.0,1017.0,7.0,16.0,0.0,2.0,1.0,9.5,2010/12/01,2010,12,1,2,40,951,991,7.985925773914664
2010-12-02,5.0,0.0,4.166666666666667,-4.0,0.0,0.84,10.0,23.0,5.0,0.0,1022.0,7.0,16.0,0.0,3.0,1.0,2.5,2010/12/02,2010,12,2,3,89,1397,1486,1.6327392695769893
2010-12-03,4.0,-2.0,4.444444444444445,-5.0,,0.84,10.0,54.0,4.0,,1021.0,7.0,16.0,0.0,4.0,1.0,1.0,2010/12/03,2010,12,3,4,113,1496,1609,-0.18993859547826408
2010-12-04,5.0,-2.0,4.444444444444445,-7.0,0.0,0.78,10.0,26.0,5.0,,1019.0,7.0,16.0,0.0,5.0,1.0,1.5,2010/12/04,2010,12,4,5,247,975,1222,0.37250026418853055
2010-12-05,3.0,-2.0,8.333333333333334,-7.0,1.0,0.79,10.0,59.0,3.0,,1013.0,7.0,16.0,0.0,6.0,0.0,0.5,2010/12/05,2010,12,5,6,166,853,1019,-2.253082994872945
2010-12-06,2.0,-3.0,9.722222222222221,-9.0,0.0,0.72,10.0,40.0,2.0,,1013.0,7.0,16.0,0.0,0.0,0.0,-0.5,2010/12/06,2010,12,6,0,48,1146,1194,-3.8367600502750876
2010-12-07,1.0,-5.0,8.055555555555555,-11.0,,0.6,10.0,35.0,1.0,,1013.0,7.0,16.0,0.0,1.0,1.0,-2.0,2010/12/07,2010,12,7,1,46,1050,1096,-5.106061655833211
2010-12-08,1.0,-5.0,6.944444444444445,-11.0,,0.7,10.0,8.0,1.0,,1021.0,7.0,16.0,0.0,2.0,1.0,-2.0,2010/12/08,2010,12,8,2,59,1093,1152,-4.707512423794649
2010-12-09,2.0,-4.0,4.444444444444445,-9.0,0.0,0.8,10.0,4.0,2.0,,1029.0,7.0,16.0,0.0,3.0,1.0,-1.0,2010/12/09,2010,12,9,3,71,1225,1296,-2.439694034145439
2010-12-10,2.0,-3.0,3.888888888888889,-7.0,1.0,0.72,10.0,47.0,2.0,,1029.0,7.0,16.0,0.0,4.0,1.0,-0.5,2010/12/10,2010,12,10,4,73,1234,1307,-1.5668058437921994
2010-12-11,6.0,-3.0,2.2222222222222223,-3.0,0.0,0.69,9.0,48.0,6.0,0.0,1025.0,7.0,16.0,0.0,5.0,1.0,1.5,2010/12/11,2010,12,11,5,184,970,1154,1.8085310224284274
2010-12-12,7.0,5.0,5.0,2.0,36.0,1.0,6.125,100.0,7.0,7.0,1018.0,7.0,16.0,0.0,6.0,0.0,6.0,2010/12/12,2010,12,12,6,43,385,428,5.217299843494133
2010-12-13,3.0,-4.0,8.88888888888889,-10.0,4.0,0.85,8.625,64.0,3.0,2.0,1000.0,7.0,16.0,0.0,0.0,0.0,-0.5,2010/12/13,2010,12,13,0,46,1005,1051,-3.5997933346760957
2010-12-14,0.0,-5.0,10.555555555555555,-13.0,1.0,0.52,10.0,77.0,0.0,0.0,1012.0,7.0,16.0,0.0,1.0,1.0,-2.5,2010/12/14,2010,12,14,1,38,821,859,-6.456429731859069
2010-12-15,,-8.0,8.055555555555555,-15.0,0.0,0.65,10.0,10.0,,,1016.0,7.0,16.0,0.0,2.0,1.0,-8.0,2010/12/15,2010,12,15,2,43,1019,1062,-12.156832902994864
2010-12-16,0.0,-5.0,2.7777777777777777,-8.0,5.0,0.88,8.125,64.0,0.0,,1016.0,7.0,16.0,0.0,3.0,1.0,-2.5,2010/12/16,2010,12,16,3,12,666,678,-2.990150287603802
2010-12-17,1.0,-7.0,3.611111111111111,-13.0,0.0,0.9,7.75,32.0,1.0,,1021.0,7.0,16.0,0.0,4.0,1.0,-3.0,2010/12/17,2010,12,17,4,35,838,873,-4.168424351360336
2010-12-18,2.0,-6.0,1.9444444444444444,-10.0,,0.91,9.0,43.0,2.0,,1022.0,7.0,16.0,0.0,5.0,1.0,-2.0,2010/12/18,2010,12,18,5,84,762,846,-1.6514485095377238
2010-12-19,1.0,-4.0,4.444444444444445,-9.0,,0.94,6.5,36.0,1.0,,1019.0,7.0,16.0,0.0,6.0,0.0,-1.5,2010/12/19,2010,12,19,6,101,713,814,-3.002132893812234
2010-12-20,0.0,-7.0,7.5,-14.0,,0.94,10.0,16.0,0.0,,1020.0,7.0,16.0,0.0,0.0,0.0,-3.5,2010/12/20,2010,12,20,0,54,992,1046,-6.666244832117812
2010-12-21,1.0,-6.0,6.388888888888888,-13.0,,0.95,10.0,15.0,1.0,,1019.0,7.0,16.0,0.0,1.0,1.0,-2.5,2010/12/21,2010,12,21,1,50,1011,1061,-5.065212600838475
2010-12-22,3.0,-3.0,4.166666666666667,-6.0,,0.9,10.0,26.0,3.0,,1016.0,7.0,16.0,0.0,2.0,1.0,0.0,2010/12/22,2010,12,22,2,100,1012,1112,-1.1665269907175375
2010-12-23,3.0,-3.0,10.0,-10.0,,0.81,10.0,7.0,3.0,,1019.0,7.0,16.0,0.0,3.0,1.0,0.0,2010/12/23,2010,12,23,3,61,686,747,-3.314650193381196
2010-12-24,3.0,-3.0,8.333333333333334,-10.0,0.0,0.79,10.0,8.0,3.0,,1023.0,7.0,16.0,1.0,4.0,0.0,0.0,2010/12/24,2010,12,24,4,72,280,352,-2.8421528544503225
2010-12-25,3.0,-1.0,1.9444444444444444,-3.0,1.0,0.75,10.0,59.0,3.0,,1020.0,7.0,16.0,0.0,5.0,1.0,1.0,2010/12/25,2010,12,25,5,102,89,191,1.5360877070285113
2010-12-26,0.0,-4.0,7.222222222222222,-9.0,6.0,0.84,7.375,82.0,0.0,,1015.0,7.0,16.0,0.0,6.0,0.0,-2.0,2010/12/26,2010,12,26,6,15,77,92,-4.811912678115742
2010-12-27,0.0,-6.0,11.666666666666666,-15.0,2.0,0.74,10.0,49.0,0.0,,1012.0,7.0,16.0,0.0,0.0,0.0,-3.0,2010/12/27,2010,12,27,0,26,282,308,-7.351820433466276
2010-12-28,4.0,-6.0,7.5,-13.0,0.0,0.77,10.0,7.0,4.0,,1019.0,7.0,16.0,0.0,1.0,1.0,-1.0,2010/12/28,2010,12,28,1,69,636,705,-3.744158046451312
2010-12-29,5.0,-3.0,4.166666666666667,-8.0,,0.76,10.0,9.0,5.0,0.0,1020.0,7.0,16.0,0.0,2.0,1.0,1.0,2010/12/29,2010,12,29,2,111,835,946,-0.04682048659972787
2010-12-30,6.0,-2.0,2.7777777777777777,-4.0,,0.89,9.0,27.0,6.0,2.0,1025.0,7.0,16.0,0.0,3.0,1.0,2.0,2010/12/30,2010,12,30,3,148,973,1121,1.9077025307322963
2010-12-31,9.0,-1.0,3.0555555555555554,-5.0,0.0,0.98,4.25,19.0,9.0,5.0,1023.0,7.0,16.0,1.0,4.0,0.0,4.0,2010/12/31,2010,12,31,4,285,663,948,3.907481302247301
2011-01-01,11.0,2.0,6.111111111111111,-1.0,2.0,0.99,6.125,90.0,11.0,11.0,1022.0,7.0,16.0,0.0,5.0,1.0,6.5,2011/01/01,2011,1,1,5,330,654,984,5.413372495715292
2011-01-02,11.0,6.0,5.0,3.0,12.0,0.94,6.375,87.0,11.0,11.0,1019.0,7.0,16.0,0.0,6.0,0.0,8.5,2011/01/02,2011,1,2,6,131,669,800,8.053434759536444
2011-01-03,6.0,-2.0,5.0,-6.0,0.0,0.65,10.0,3.0,6.0,0.0,1026.0,7.0,16.0,0.0,0.0,0.0,2.0,2011/01/03,2011,1,3,0,120,1227,1347,0.6794839778264306
2011-01-04,7.0,-1.0,4.166666666666667,-4.0,,0.79,10.0,7.0,7.0,,1023.0,7.0,16.0,0.0,1.0,1.0,3.0,2011/01/04,2011,1,4,1,108,1453,1561,2.192592521635893
2011-01-05,4.0,-1.0,3.888888888888889,-5.0,,0.66,10.0,8.0,4.0,,1016.0,7.0,17.0,0.0,2.0,1.0,1.5,2011/01/05,2011,1,5,2,82,1515,1597,0.6616683881899257
2011-01-06,4.0,0.0,2.5,-3.0,,0.67,10.0,29.0,4.0,,1010.0,7.0,17.0,0.0,3.0,1.0,2.0,2011/01/06,2011,1,6,3,88,1515,1603,2.115910101710055
2011-01-07,2.0,-1.0,5.0,-5.0,0.0,0.82,10.0,33.0,2.0,,1000.0,7.0,17.0,0.0,4.0,1.0,0.5,2011/01/07,2011,1,7,4,148,1358,1506,-1.0221969717989574
2011-01-08,0.0,-2.0,6.944444444444445,-8.0,2.0,0.91,10.0,65.0,0.0,,1004.0,7.0,17.0,0.0,5.0,1.0,-1.0,2011/01/08,2011,1,8,5,68,891,959,-3.5453761353761175
2011-01-09,,-7.0,7.777777777777778,-15.0,0.0,0.63,10.0,3.0,,,1026.0,7.0,17.0,0.0,6.0,0.0,-7.0,2011/01/09,2011,1,9,6,54,767,821,-10.871119764436488
2011-01-10,,-6.0,4.444444444444445,-11.0,0.0,0.68,10.0,11.0,,,1030.0,7.0,17.0,0.0,0.0,0.0,-6.0,2011/01/10,2011,1,10,0,41,1278,1319,-8.064082630813383
2011-01-11,,-3.0,2.2222222222222223,-6.0,7.0,0.94,7.75,75.0,,,1027.0,7.0,17.0,0.0,1.0,1.0,-3.0,2011/01/11,2011,1,11,1,43,1217,1260,-3.015629532847049
2011-01-12,,-3.0,8.88888888888889,-9.0,5.0,0.82,8.625,36.0,,,1018.0,7.0,17.0,0.0,2.0,1.0,-3.0,2011/01/12,2011,1,12,2,25,1134,1159,-6.559586963184961
2011-01-13,0.0,-5.0,6.666666666666666,-12.0,0.0,0.75,10.0,37.0,0.0,,1029.0,7.0,17.0,0.0,3.0,1.0,-2.5,2011/01/13,2011,1,13,3,37,1362,1399,-5.1788516581593065
2011-01-14,1.0,-5.0,4.166666666666667,-9.0,,0.83,10.0,26.0,1.0,,1031.0,7.0,17.0,0.0,4.0,1.0,-2.0,2011/01/14,2011,1,14,4,54,1364,1418,-3.4059399989531585
2011-01-15,5.0,-2.0,5.0,-5.0,,0.79,10.0,21.0,5.0,,1027.0,7.0,17.0,0.0,5.0,1.0,1.5,2011/01/15,2011,1,15,5,222,1026,1248,0.11225699461796723
2011-01-16,1.0,-1.0,5.555555555555555,-5.0,0.0,0.79,10.0,15.0,1.0,,1026.0,7.0,17.0,0.0,6.0,0.0,0.0,2011/01/16,2011,1,16,6,251,953,1204,-1.8394926209181488
2011-01-17,1.0,-3.0,4.444444444444445,-7.0,1.0,0.7,8.875,76.0,1.0,0.0,1026.0,7.0,17.0,1.0,0.0,0.0,-1.0,2011/01/17,2011,1,17,0,117,883,1000,-2.439694034145439
2011-01-18,1.0,0.0,5.0,-5.0,22.0,0.96,5.625,85.0,1.0,1.0,1019.0,7.0,17.0,0.0,1.0,1.0,0.5,2011/01/18,2011,1,18,1,9,671,680,-1.0221969717989574
2011-01-19,8.0,1.0,3.888888888888889,-1.0,1.0,1.0,6.125,53.0,8.0,4.0,1017.0,7.0,17.0,0.0,2.0,1.0,4.5,2011/01/19,2011,1,19,2,78,1571,1649,4.004379736163115
