index,max_temp,min_temp,wind_speed,wind_temp,rain,hum,visibility,clouds,chaleur_index,rosee,pressure,sunrise,sunset,holiday,weekday,workday,avg_temp,string_date,year,month,day,wkday,casual,registered,cnt,atemp
2012-03-11,16.0,1.0,5.0,-3.0,,0.73,10.0,1.0,16.0,4.0,1035.0,6.0,18.0,0.0,6.0,0.0,8.5,2012/03/11,2012,3,11,6,1658,3248,4906,8.053434759536444
2012-03-12,19.0,6.0,5.277777777777778,4.0,0.0,0.63,10.0,25.0,19.0,10.0,1029.0,6.0,18.0,0.0,0.0,0.0,12.5,2012/03/12,2012,3,12,0,838,4452,5290,12.519159616392631
2012-03-13,25.0,14.0,5.277777777777778,13.0,3.0,0.89,8.75,41.0,26.0,14.0,1022.0,6.0,18.0,0.0,1.0,1.0,19.5,2012/03/13,2012,3,13,1,761,5072,5833,20.491534199858194
2012-03-14,22.0,12.0,4.166666666666667,11.0,0.0,0.96,9.0,2.0,24.0,12.0,1025.0,6.0,18.0,0.0,2.0,1.0,17.0,2012/03/14,2012,3,14,2,997,5308,6305,17.868483579285236
2012-03-15,24.0,11.0,3.888888888888889,11.0,0.0,0.79,10.0,22.0,25.0,15.0,1026.0,6.0,18.0,0.0,3.0,1.0,17.5,2012/03/15,2012,3,15,3,1005,5178,6183,18.489462244046926
2012-03-16,19.0,15.0,4.444444444444445,14.0,7.0,0.98,7.0,78.0,19.0,16.0,1024.0,6.0,18.0,0.0,4.0,1.0,17.0,2012/03/16,2012,3,16,4,548,3820,4368,17.808104913859147
2012-03-17,19.0,15.0,2.5,15.0,7.0,0.95,6.25,83.0,19.0,16.0,1021.0,6.0,18.0,0.0,5.0,1.0,17.0,2012/03/17,2012,3,17,5,3155,4677,7832,18.325010004336455
2012-03-18,14.0,12.0,4.444444444444445,10.0,3.0,0.95,4.875,96.0,14.0,12.0,1028.0,6.0,18.0,0.0,6.0,0.0,13.0,2012/03/18,2012,3,18,6,2207,3683,5890,13.308594036524799
2012-03-19,23.0,12.0,4.166666666666667,11.0,2.0,0.97,6.125,60.0,25.0,16.0,1024.0,6.0,18.0,0.0,0.0,0.0,17.5,2012/03/19,2012,3,19,0,982,5164,6146,18.428336831344147
2012-03-20,23.0,13.0,3.333333333333333,13.0,3.0,0.98,8.75,49.0,25.0,16.0,1025.0,6.0,18.0,0.0,1.0,1.0,18.0,2012/03/20,2012,3,20,1,1051,5037,6088,19.1747374223161
2012-03-21,23.0,12.0,3.333333333333333,12.0,2.0,0.99,4.875,59.0,25.0,16.0,1027.0,6.0,18.0,0.0,2.0,1.0,17.5,2012/03/21,2012,3,21,2,1121,5100,6221,18.62362100227692
2012-03-22,27.0,13.0,2.7777777777777777,13.0,1.0,0.98,5.125,72.0,27.0,18.0,1025.0,6.0,18.0,0.0,3.0,1.0,20.0,2012/03/22,2012,3,22,3,1334,5525,6859,21.499113804076686
2012-03-23,27.0,15.0,3.888888888888889,15.0,1.0,0.98,6.5,42.0,28.0,18.0,1019.0,6.0,18.0,0.0,4.0,1.0,21.0,2012/03/23,2012,3,23,4,2467,5884,8351,22.389292150015645
2012-03-24,20.0,15.0,4.166666666666667,15.0,14.0,0.94,9.375,74.0,20.0,17.0,1015.0,6.0,18.0,0.0,5.0,1.0,17.5,2012/03/24,2012,3,24,5,1033,2334,3367,18.428336831344147
2012-03-25,21.0,15.0,2.7777777777777777,15.0,3.0,0.97,7.25,71.0,21.0,16.0,1009.0,6.0,18.0,0.0,6.0,0.0,18.0,2012/03/25,2012,3,25,6,1532,3461,4993,19.322290329260646
2012-03-26,15.0,10.0,9.166666666666666,7.0,0.0,0.75,10.0,13.0,15.0,12.0,1024.0,6.0,18.0,0.0,0.0,0.0,12.5,2012/03/26,2012,3,26,0,795,4754,5549,11.746231287172696
2012-03-27,11.0,0.0,4.722222222222222,-5.0,0.0,0.56,10.0,4.0,11.0,0.0,1029.0,6.0,18.0,0.0,1.0,1.0,5.5,2012/03/27,2012,3,27,1,531,4562,5093,4.758298720297438
2012-03-28,25.0,6.0,7.5,2.0,1.0,0.66,10.0,15.0,26.0,14.0,1022.0,5.0,18.0,0.0,2.0,1.0,15.5,2012/03/28,2012,3,28,2,674,5018,5692,15.541614738947585
2012-03-29,16.0,10.0,7.5,7.0,0.0,0.66,10.0,28.0,16.0,9.0,1018.0,5.0,18.0,0.0,3.0,1.0,13.0,2012/03/29,2012,3,29,3,834,5292,6126,12.619527953281086
2012-03-30,17.0,5.0,4.722222222222222,5.0,0.0,0.8,10.0,23.0,17.0,8.0,1021.0,5.0,18.0,0.0,4.0,1.0,11.0,2012/03/30,2012,3,30,4,791,4656,5447,10.972111878684832
2012-03-31,22.0,11.0,6.666666666666666,9.0,2.0,0.95,8.875,84.0,25.0,15.0,1013.0,5.0,18.0,0.0,5.0,1.0,16.5,2012/03/31,2012,3,31,5,2301,3932,6233,16.834864104141687
2012-04-01,19.0,8.0,5.833333333333333,8.0,1.0,0.85,7.75,57.0,19.0,12.0,1013.0,5.0,18.0,0.0,6.0,0.0,13.5,2012/04/01,2012,4,1,6,2347,3691,6038,13.53131838966748
2012-04-02,15.0,9.0,7.777777777777778,6.0,3.0,0.74,10.0,14.0,15.0,12.0,1016.0,5.0,18.0,0.0,0.0,0.0,12.0,2012/04/02,2012,4,2,0,1208,4712,5920,11.397428236368171
2012-04-03,19.0,3.0,3.611111111111111,1.0,0.0,0.68,10.0,7.0,19.0,6.0,1019.0,5.0,18.0,0.0,1.0,1.0,11.0,2012/04/03,2012,4,3,1,1348,5409,6757,11.349583019506436
2012-04-04,22.0,14.0,5.0,13.0,,0.73,10.0,26.0,24.0,11.0,1008.0,5.0,18.0,0.0,2.0,1.0,18.0,2012/04/04,2012,4,4,2,1058,5361,6419,18.83074744049724
2012-04-05,15.0,6.0,4.166666666666667,4.0,,0.7,10.0,8.0,15.0,5.0,1015.0,5.0,18.0,0.0,3.0,1.0,10.5,2012/04/05,2012,4,5,3,1192,5249,6441,10.590391302519471
2012-04-06,15.0,3.0,7.222222222222222,-1.0,,0.65,10.0,10.0,15.0,0.0,1021.0,5.0,18.0,0.0,4.0,1.0,9.0,2012/04/06,2012,4,6,4,1807,4646,6453,8.009023122723017
2012-04-07,16.0,3.0,6.666666666666666,-1.0,,0.6,10.0,1.0,16.0,0.0,1024.0,5.0,18.0,0.0,5.0,1.0,9.5,2012/04/07,2012,4,7,5,3252,3603,6855,8.724547770662372
2012-04-08,20.0,6.0,6.666666666666666,3.0,0.0,0.57,10.0,5.0,20.0,7.0,1021.0,5.0,18.0,0.0,6.0,0.0,13.0,2012/04/08,2012,4,8,6,2230,2938,5168,12.779705937402031
2012-04-09,19.0,7.0,8.333333333333334,4.0,2.0,0.59,9.875,18.0,19.0,7.0,1015.0,5.0,18.0,0.0,0.0,0.0,13.0,2012/04/09,2012,4,9,0,905,4671,5576,12.473663494561482
2012-04-10,12.0,8.0,7.777777777777778,5.0,1.0,0.64,10.0,28.0,12.0,6.0,1013.0,5.0,18.0,0.0,1.0,1.0,10.0,2012/04/10,2012,4,10,1,819,5088,5907,9.053370552072945
2012-04-11,10.0,4.0,7.5,0.0,1.0,0.71,10.0,30.0,10.0,1.0,1016.0,5.0,18.0,0.0,2.0,1.0,7.0,2012/04/11,2012,4,11,2,482,4367,4849,5.6065196676814875
2012-04-12,13.0,3.0,5.833333333333333,-1.0,0.0,0.77,10.0,28.0,13.0,0.0,1022.0,5.0,18.0,0.0,3.0,1.0,8.0,2012/04/12,2012,4,12,3,663,4733,5396,7.221372829530765
2012-04-13,18.0,7.0,3.333333333333333,5.0,,0.68,10.0,9.0,18.0,4.0,1025.0,5.0,18.0,0.0,4.0,1.0,12.5,2012/04/13,2012,4,13,4,1252,5137,6389,13.112456801885155
2012-04-14,24.0,10.0,6.666666666666666,9.0,0.0,0.53,10.0,18.0,24.0,10.0,1025.0,5.0,18.0,0.0,5.0,1.0,17.0,2012/04/14,2012,4,14,5,2795,4663,7458,17.41417241367592
2012-04-15,29.0,15.0,5.833333333333333,15.0,1.0,0.76,8.375,38.0,29.0,16.0,1019.0,5.0,18.0,0.0,6.0,0.0,22.0,2012/04/15,2012,4,15,6,2846,4278,7124,23.283052437151493
2012-04-16,30.0,19.0,7.777777777777778,19.0,0.0,0.82,10.0,16.0,30.0,17.0,1018.0,5.0,18.0,1.0,0.0,0.0,24.5,2012/04/16,2012,4,16,0,1197,5164,6361,26.04778876321334
2012-04-17,22.0,16.0,5.833333333333333,16.0,0.0,0.61,10.0,11.0,23.0,13.0,1025.0,5.0,18.0,0.0,1.0,1.0,19.0,2012/04/17,2012,4,17,1,987,5684,6671,19.841263949804194
2012-04-18,15.0,13.0,3.611111111111111,12.0,2.0,0.67,7.0,75.0,15.0,9.0,1026.0,5.0,18.0,0.0,2.0,1.0,14.0,2012/04/18,2012,4,18,2,347,4013,4360,14.6748703132636
2012-04-19,21.0,12.0,2.2222222222222223,12.0,3.0,0.84,8.75,46.0,21.0,11.0,1021.0,5.0,18.0,0.0,3.0,1.0,16.5,2012/04/19,2012,4,19,3,845,5702,6547,17.889066206680017
2012-04-20,23.0,13.0,3.888888888888889,12.0,0.0,0.83,10.0,12.0,25.0,14.0,1017.0,5.0,18.0,0.0,4.0,1.0,18.0,2012/04/20,2012,4,20,4,1339,5934,7273,19.046580802042456
2012-04-21,27.0,18.0,5.833333333333333,18.0,4.0,0.81,9.625,53.0,27.0,16.0,1010.0,5.0,18.0,0.0,5.0,1.0,22.5,2012/04/21,2012,4,21,5,2541,4080,6621,23.856683851709377
2012-04-22,13.0,7.0,10.555555555555555,4.0,61.0,0.96,6.0,100.0,13.0,11.0,1010.0,5.0,18.0,0.0,6.0,0.0,10.0,2012/04/22,2012,4,22,6,120,903,1023,8.538523639242278
2012-04-23,8.0,6.0,7.222222222222222,3.0,3.0,0.94,6.875,94.0,8.0,7.0,998.0,5.0,18.0,0.0,0.0,0.0,7.0,2012/04/23,2012,4,23,0,194,3010,3204,5.67794388620688
2012-04-24,16.0,6.0,6.944444444444445,3.0,0.0,0.59,10.0,14.0,16.0,1.0,1009.0,5.0,18.0,0.0,1.0,1.0,11.0,2012/04/24,2012,4,24,1,516,5105,5621,10.400259325646239
2012-04-25,19.0,10.0,5.277777777777778,8.0,0.0,0.55,10.0,14.0,19.0,4.0,1012.0,5.0,18.0,0.0,2.0,1.0,14.5,2012/04/25,2012,4,25,2,655,5532,6187,14.79698092595422
2012-04-26,26.0,14.0,7.777777777777778,11.0,18.0,0.96,8.625,59.0,26.0,17.0,1012.0,5.0,18.0,0.0,3.0,1.0,20.0,2012/04/26,2012,4,26,3,475,4545,5020,20.773658973549082
2012-04-27,14.0,7.0,7.777777777777778,3.0,0.0,0.65,10.0,3.0,14.0,4.0,1019.0,5.0,18.0,0.0,4.0,1.0,10.5,2012/04/27,2012,4,27,4,1013,5212,6225,9.63938497314675
2012-04-28,15.0,5.0,4.444444444444445,2.0,1.0,0.61,8.0,51.0,15.0,6.0,1026.0,5.0,18.0,0.0,5.0,1.0,10.0,2012/04/28,2012,4,28,5,1120,3100,4220,9.933960878524033
2012-04-29,21.0,11.0,4.444444444444445,11.0,3.0,0.86,10.0,38.0,24.0,10.0,1025.0,5.0,18.0,0.0,6.0,0.0,16.0,2012/04/29,2012,4,29,6,2229,4073,6302,16.683227194525564
2012-04-30,18.0,10.0,4.722222222222222,8.0,0.0,0.58,10.0,52.0,18.0,10.0,1027.0,5.0,19.0,0.0,0.0,0.0,14.0,2012/04/30,2012,4,30,0,665,4904,5569,14.361464510532501
2012-05-01,28.0,18.0,5.833333333333333,18.0,4.0,0.9,9.625,46.0,29.0,20.0,1018.0,5.0,19.0,0.0,1.0,1.0,23.0,2012/05/01,2012,5,1,1,653,5080,5733,24.43031526626726
2012-05-02,28.0,19.0,2.7777777777777777,19.0,8.0,0.82,9.125,33.0,29.0,19.0,1018.0,5.0,19.0,0.0,2.0,1.0,23.5,2012/05/02,2012,5,2,2,667,5491,6158,25.308554885004764
2012-05-03,31.0,15.0,2.2222222222222223,14.0,1.0,0.91,7.625,48.0,32.0,20.0,1020.0,5.0,19.0,0.0,3.0,1.0,23.0,2012/05/03,2012,5,3,3,764,5651,6415,24.857298119855706
2012-05-04,33.0,20.0,3.611111111111111,20.0,18.0,0.84,5.75,49.0,34.0,22.0,1017.0,5.0,19.0,0.0,4.0,1.0,26.5,2012/05/04,2012,5,4,4,1068,5220,6288,28.530234037251795
2012-05-05,25.0,18.0,6.111111111111111,18.0,0.0,0.77,10.0,20.0,25.0,17.0,1016.0,5.0,19.0,0.0,5.0,1.0,21.5,2012/05/05,2012,5,5,5,2496,4387,6883,22.681234322985866
2012-05-06,21.0,14.0,3.0555555555555554,14.0,1.0,0.91,8.0,68.0,24.0,16.0,1019.0,5.0,19.0,0.0,6.0,0.0,17.5,2012/05/06,2012,5,6,6,2135,4220,6355,18.697899531948423
2012-05-07,21.0,14.0,6.388888888888888,13.0,0.0,0.89,7.75,84.0,24.0,13.0,1020.0,5.0,19.0,0.0,0.0,0.0,17.5,2012/05/07,2012,5,7,0,1007,5260,6267,18.034217952272993
2012-05-08,25.0,17.0,7.5,17.0,6.0,0.75,10.0,76.0,26.0,18.0,1016.0,5.0,19.0,0.0,1.0,1.0,21.0,2012/05/08,2012,5,8,1,736,4983,5719,21.970205667413886
2012-05-09,25.0,20.0,3.888888888888889,20.0,6.0,0.8,9.75,54.0,26.0,19.0,1009.0,5.0,19.0,0.0,2.0,1.0,22.5,2012/05/09,2012,5,9,2,620,4090,4710,24.060647824002235
2012-05-10,19.0,13.0,8.333333333333334,11.0,1.0,0.73,10.0,7.0,19.0,12.0,1011.0,5.0,19.0,0.0,3.0,1.0,16.0,2012/05/10,2012,5,10,3,1026,5537,6563,16.00808265202574
2012-05-11,21.0,7.0,6.666666666666666,5.0,0.0,0.74,10.0,5.0,23.0,5.0,1021.0,4.0,19.0,0.0,4.0,1.0,14.0,2012/05/11,2012,5,11,4,1317,5702,7019,13.938322556470501
2012-05-12,25.0,12.0,3.611111111111111,11.0,,0.7,10.0,3.0,25.0,13.0,1027.0,4.0,19.0,0.0,5.0,1.0,18.5,2012/05/12,2012,5,12,5,2622,4805,7427,19.662801253899353
2012-05-13,28.0,17.0,6.111111111111111,17.0,0.0,0.68,10.0,25.0,28.0,16.0,1024.0,4.0,19.0,0.0,6.0,0.0,22.5,2012/05/13,2012,5,13,6,2171,3945,6116,23.832425111470563
2012-05-14,24.0,18.0,4.722222222222222,18.0,2.0,0.96,7.875,66.0,25.0,17.0,1020.0,4.0,19.0,0.0,0.0,0.0,21.0,2012/05/14,2012,5,14,0,342,2500,2842,22.269953984843735
2012-05-15,24.0,19.0,4.166666666666667,19.0,8.0,0.97,8.25,66.0,26.0,20.0,1016.0,4.0,19.0,0.0,1.0,1.0,21.5,2012/05/15,2012,5,15,1,625,4484,5109,22.907162847815385
2012-05-16,29.0,19.0,3.611111111111111,19.0,1.0,0.93,9.75,39.0,29.0,19.0,1014.0,4.0,19.0,0.0,2.0,1.0,24.0,2012/05/16,2012,5,16,2,991,6422,7413,25.759161292454156
2012-05-17,26.0,15.0,5.277777777777778,14.0,1.0,0.8,9.875,7.0,25.0,16.0,1020.0,4.0,19.0,0.0,3.0,1.0,20.5,2012/05/17,2012,5,17,3,1241,6130,7371,21.630444854638988
2012-05-18,23.0,15.0,5.555555555555555,15.0,0.0,0.91,10.0,5.0,24.0,15.0,1022.0,4.0,19.0,0.0,4.0,1.0,19.0,2012/05/18,2012,5,18,4,1521,6110,7631,19.88082247667964
2012-05-19,27.0,15.0,5.0,15.0,0.0,0.65,10.0,4.0,26.0,13.0,1022.0,4.0,19.0,0.0,5.0,1.0,21.0,2012/05/19,2012,5,19,5,3410,4882,8292,22.234109339748017
2012-05-20,27.0,19.0,6.666666666666666,19.0,1.0,0.72,10.0,21.0,27.0,18.0,1022.0,4.0,19.0,0.0,6.0,0.0,23.0,2012/05/20,2012,5,20,6,2702,4422,7124,24.365872128086764
2012-05-21,23.0,16.0,4.444444444444445,16.0,9.0,0.96,8.75,92.0,25.0,19.0,1018.0,4.0,19.0,0.0,0.0,0.0,19.5,2012/05/21,2012,5,21,0,630,3725,4355,20.62029921219312
2012-05-22,26.0,17.0,3.0555555555555554,17.0,7.0,0.99,8.5,68.0,27.0,21.0,1014.0,4.0,19.0,0.0,1.0,1.0,21.5,2012/05/22,2012,5,22,1,819,5241,6060,23.08024567408209
2012-05-23,25.0,18.0,3.333333333333333,18.0,1.0,1.0,7.25,45.0,27.0,20.0,1017.0,4.0,19.0,0.0,2.0,1.0,21.5,2012/05/23,2012,5,23,2,766,4483,5249,23.032552362590334
2012-05-24,26.0,17.0,5.0,17.0,2.0,0.99,6.25,56.0,27.0,20.0,1020.0,4.0,19.0,0.0,3.0,1.0,21.5,2012/05/24,2012,5,24,3,1059,5700,6759,22.80133632295648
2012-05-25,30.0,19.0,5.555555555555555,19.0,1.0,1.0,6.5,53.0,32.0,21.0,1021.0,4.0,19.0,0.0,4.0,1.0,24.5,2012/05/25,2012,5,25,4,1417,5303,6720,26.168282110194795
2012-05-26,32.0,19.0,3.888888888888889,19.0,0.0,0.98,8.75,30.0,34.0,21.0,1023.0,4.0,19.0,0.0,5.0,1.0,25.5,2012/05/26,2012,5,26,5,2855,3678,6533,27.403359171975424
2012-05-27,33.0,20.0,5.0,20.0,1.0,0.97,8.75,23.0,35.0,21.0,1022.0,4.0,19.0,0.0,6.0,0.0,26.5,2012/05/27,2012,5,27,6,3283,3305,6588,28.473606155041107
2012-05-28,33.0,20.0,3.888888888888889,20.0,1.0,0.99,7.75,36.0,37.0,22.0,1019.0,4.0,19.0,1.0,0.0,0.0,26.5,2012/05/28,2012,5,28,0,2557,3481,6038,28.51759628796649
2012-05-29,33.0,20.0,5.833333333333333,20.0,6.0,0.92,9.5,33.0,35.0,23.0,1014.0,4.0,19.0,0.0,1.0,1.0,26.5,2012/05/29,2012,5,29,1,878,4855,5733,28.445735168172448
2012-05-30,30.0,21.0,3.0555555555555554,21.0,5.0,0.97,9.5,58.0,33.0,21.0,1009.0,4.0,19.0,0.0,2.0,1.0,25.5,2012/05/30,2012,5,30,2,745,6095,6840,27.462591816215756
2012-05-31,30.0,19.0,5.555555555555555,19.0,0.0,0.86,10.0,10.0,28.0,17.0,1013.0,4.0,19.0,0.0,3.0,1.0,24.5,2012/05/31,2012,5,31,3,1099,6229,7328,26.168282110194795
2012-06-01,30.0,18.0,8.61111111111111,18.0,10.0,0.91,9.0,39.0,30.0,22.0,1013.0,4.0,19.0,0.0,4.0,1.0,24.0,2012/06/01,2012,6,1,4,531,3587,4118,25.41950926826179
2012-06-02,26.0,18.0,5.0,18.0,14.0,0.88,9.125,21.0,25.0,17.0,1010.0,4.0,19.0,0.0,5.0,1.0,22.0,2012/06/02,2012,6,2,5,2795,5323,8118,23.36856330616494
2012-06-03,27.0,17.0,5.833333333333333,17.0,1.0,0.78,9.75,21.0,25.0,16.0,1011.0,4.0,19.0,0.0,6.0,0.0,22.0,2012/06/03,2012,6,3,6,2494,5147,7641,23.283052437151493
2012-06-04,24.0,17.0,7.777777777777778,17.0,4.0,0.94,8.875,39.0,24.0,16.0,1007.0,4.0,19.0,0.0,0.0,0.0,20.5,2012/06/04,2012,6,4,0,1071,5923,6994,21.359673394622885
2012-06-05,26.0,15.0,4.166666666666667,14.0,1.0,0.87,10.0,63.0,24.0,14.0,1013.0,4.0,19.0,0.0,1.0,1.0,20.5,2012/06/05,2012,6,5,1,967,6030,6997,21.787456343697574
2012-06-06,24.0,14.0,2.5,14.0,2.0,0.9,9.75,43.0,24.0,15.0,1018.0,4.0,19.0,0.0,2.0,1.0,19.0,2012/06/06,2012,6,6,2,1026,6022,7048,20.486223324686645
2012-06-07,30.0,16.0,3.888888888888889,16.0,2.0,0.9,9.75,15.0,27.0,15.0,1018.0,4.0,19.0,0.0,3.0,1.0,23.0,2012/06/07,2012,6,7,3,1038,6451,7489,24.617766381997768
2012-06-08,30.0,18.0,5.277777777777778,18.0,0.0,0.91,10.0,10.0,28.0,18.0,1017.0,4.0,19.0,0.0,4.0,1.0,24.0,2012/06/08,2012,6,8,4,1488,6242,7730,25.61663214637177
2012-06-09,34.0,19.0,5.0,19.0,,0.69,10.0,7.0,31.0,17.0,1016.0,4.0,19.0,0.0,5.0,1.0,26.5,2012/06/09,2012,6,9,5,2707,4789,7496,28.473606155041107
2012-06-10,37.0,22.0,3.611111111111111,22.0,,0.61,10.0,5.0,37.0,22.0,1020.0,4.0,19.0,0.0,6.0,0.0,29.5,2012/06/10,2012,6,10,6,2223,4372,6595,31.85552133100896
2012-06-11,34.0,22.0,5.0,22.0,0.0,0.7,10.0,10.0,34.0,19.0,1021.0,4.0,19.0,0.0,0.0,0.0,28.0,2012/06/11,2012,6,11,0,1016,5639,6655,30.17528710466649
2012-06-12,26.0,19.0,4.444444444444445,19.0,3.0,0.96,7.75,93.0,27.0,23.0,1018.0,4.0,19.0,0.0,1.0,1.0,22.5,2012/06/12,2012,6,12,1,477,4484,4961,23.994932370193887
2012-06-13,27.0,19.0,7.5,19.0,0.0,0.99,8.75,33.0,26.0,19.0,1017.0,4.0,19.0,0.0,2.0,1.0,23.0,2012/06/13,2012,6,13,2,1173,6243,7416,24.307875095947082
2012-06-14,28.0,19.0,5.277777777777778,19.0,,0.79,10.0,61.0,27.0,16.0,1023.0,4.0,19.0,0.0,3.0,1.0,23.5,2012/06/14,2012,6,14,3,1180,6179,7359,25.047176818981377
2012-06-15,29.0,16.0,5.0,16.0,,0.98,7.75,19.0,27.0,18.0,1026.0,4.0,19.0,0.0,4.0,1.0,22.5,2012/06/15,2012,6,15,4,1563,6093,7656,23.9357902893734
2012-06-16,29.0,17.0,3.611111111111111,17.0,,0.8,10.0,41.0,27.0,14.0,1027.0,4.0,19.0,0.0,5.0,1.0,23.0,2012/06/16,2012,6,16,5,2962,4736,7698,24.6507321945351
2012-06-17,28.0,18.0,5.0,18.0,0.0,0.96,9.0,6.0,27.0,17.0,1024.0,4.0,19.0,0.0,6.0,0.0,23.0,2012/06/17,2012,6,17,6,2634,4334,6968,24.503017272581864
2012-06-18,29.0,16.0,4.444444444444445,16.0,2.0,0.92,9.75,48.0,28.0,19.0,1020.0,4.0,19.0,0.0,0.0,0.0,22.5,2012/06/18,2012,6,18,0,652,4440,5092,23.994932370193887
2012-06-19,35.0,17.0,2.5,17.0,0.0,0.99,8.75,28.0,36.0,22.0,1021.0,4.0,19.0,0.0,1.0,1.0,26.0,2012/06/19,2012,6,19,1,967,5845,6812,28.0504699459123
2012-06-20,39.0,22.0,2.5,22.0,,0.83,10.0,16.0,42.0,24.0,1020.0,4.0,19.0,0.0,2.0,1.0,30.5,2012/06/20,2012,6,20,2,870,5326,6196,32.91319991670022
2012-06-21,39.0,27.0,2.5,27.0,0.0,0.72,10.0,13.0,41.0,23.0,1016.0,4.0,19.0,0.0,3.0,1.0,33.0,2012/06/21,2012,6,21,3,776,5115,5891,35.614716567137954
2012-06-22,34.0,26.0,2.5,26.0,14.0,0.71,8.625,36.0,37.0,24.0,1010.0,4.0,19.0,0.0,4.0,1.0,30.0,2012/06/22,2012,6,22,4,961,4849,5810,32.37289658661267
2012-06-23,32.0,19.0,4.722222222222222,19.0,0.0,0.86,10.0,11.0,31.0,19.0,1016.0,4.0,19.0,0.0,5.0,1.0,25.5,2012/06/23,2012,6,23,5,2655,4797,7452,27.35398293261524
2012-06-24,34.0,22.0,3.888888888888889,22.0,4.0,0.63,9.875,24.0,32.0,22.0,1017.0,4.0,19.0,0.0,6.0,0.0,28.0,2012/06/24,2012,6,24,6,2551,4338,6889,30.18895196195308
2012-06-25,34.0,19.0,6.388888888888888,19.0,2.0,0.87,9.875,45.0,33.0,20.0,1011.0,4.0,19.0,0.0,0.0,0.0,26.5,2012/06/25,2012,6,25,0,1139,5630,6769,28.428961701173154
2012-06-26,28.0,15.0,6.388888888888888,14.0,0.0,0.74,10.0,9.0,26.0,12.0,1012.0,4.0,19.0,0.0,1.0,1.0,21.5,2012/06/26,2012,6,26,1,1077,6348,7425,22.654104062895286
2012-06-27,32.0,17.0,6.944444444444445,17.0,,0.7,10.0,8.0,30.0,15.0,1014.0,4.0,19.0,0.0,2.0,1.0,24.5,2012/06/27,2012,6,27,2,1077,6246,7323,26.089099219296394
2012-06-28,35.0,21.0,5.277777777777778,21.0,0.0,0.69,10.0,9.0,34.0,17.0,1015.0,4.0,19.0,0.0,3.0,1.0,28.0,2012/06/28,2012,6,28,3,921,5947,6868,30.172274765494947
2012-06-29,41.0,23.0,5.277777777777778,23.0,1.0,0.62,9.875,14.0,46.0,22.0,1007.0,4.0,19.0,0.0,4.0,1.0,32.0,2012/06/29,2012,6,29,4,829,4626,5455,34.72791738461813
2012-06-30,41.0,27.0,5.833333333333333,27.0,0.0,0.64,9.75,12.0,45.0,23.0,1010.0,4.0,19.0,0.0,5.0,1.0,34.0,2012/06/30,2012,6,30,5,1454,4225,5679,37.05020638654068
2012-07-01,39.0,24.0,5.0,24.0,0.0,0.81,10.0,12.0,41.0,23.0,1012.0,4.0,19.0,0.0,6.0,0.0,31.5,2012/07/01,2012,7,1,6,1421,4110,5531,34.145875987125734
2012-07-02,38.0,23.0,3.888888888888889,23.0,1.0,0.76,9.875,16.0,38.0,22.0,1014.0,4.0,19.0,0.0,0.0,0.0,30.5,2012/07/02,2012,7,2,0,904,5323,6227,32.974544751930736
2012-07-03,37.0,22.0,3.888888888888889,22.0,1.0,0.65,9.875,24.0,38.0,21.0,1016.0,4.0,19.0,0.0,1.0,1.0,29.5,2012/07/03,2012,7,3,1,1052,5608,6660,31.860307635939677
2012-07-04,39.0,26.0,5.277777777777778,26.0,7.0,0.7,9.625,14.0,40.0,24.0,1012.0,4.0,19.0,1.0,2.0,0.0,32.5,2012/07/04,2012,7,4,2,2562,4841,7403,35.297372712008524
2012-07-05,40.0,25.0,5.0,25.0,2.0,0.74,9.625,25.0,46.0,23.0,1011.0,4.0,19.0,0.0,3.0,1.0,32.5,2012/07/05,2012,7,5,3,1405,4836,6241,35.28032995354266
2012-07-06,40.0,27.0,2.5,27.0,1.0,0.69,10.0,19.0,44.0,23.0,1013.0,4.0,19.0,0.0,4.0,1.0,33.5,2012/07/06,2012,7,6,4,1366,4841,6207,36.1550198972255
2012-07-07,42.0,25.0,4.444444444444445,25.0,0.0,0.76,10.0,7.0,46.0,23.0,1013.0,4.0,19.0,0.0,5.0,1.0,33.5,2012/07/07,2012,7,7,5,1448,3392,4840,36.36858728286336
2012-07-08,39.0,28.0,3.888888888888889,28.0,3.0,0.65,9.625,22.0,43.0,22.0,1012.0,4.0,19.0,0.0,6.0,0.0,33.5,2012/07/08,2012,7,8,6,1203,3469,4672,36.31725609990392
2012-07-09,33.0,23.0,5.0,23.0,3.0,0.72,9.75,30.0,33.0,23.0,1014.0,4.0,19.0,0.0,0.0,0.0,28.0,2012/07/09,2012,7,9,0,998,5571,6569,30.17528710466649
2012-07-10,32.0,20.0,4.166666666666667,20.0,3.0,1.0,7.25,49.0,31.0,22.0,1019.0,4.0,19.0,0.0,1.0,1.0,26.0,2012/07/10,2012,7,10,1,954,5336,6290,27.94584211634554
2012-07-11,34.0,21.0,4.444444444444445,21.0,0.0,0.92,10.0,30.0,33.0,21.0,1021.0,4.0,19.0,0.0,2.0,1.0,27.5,2012/07/11,2012,7,11,2,975,6289,7264,29.619320966861828
2012-07-12,35.0,20.0,2.2222222222222223,20.0,,0.78,10.0,38.0,33.0,18.0,1022.0,4.0,19.0,0.0,3.0,1.0,27.5,2012/07/12,2012,7,12,3,1032,6414,7446,29.681458675131182
